firm_id,year,EBIT,Total Current Liabilities,CapitalEmployed,NetIncome,Total Assets,SIZE,Total Liabilities,LEVERAGE,ROCE,Close,High,Low,Daily Avg. Value (M.Baht),ROE,ROA,EBIT Margin,D/E Ratio,ESG,ES,SS,GS,ESG.1
ETC,2021,258.71,436.23,3533.39,749.16,3969.62,8.28642565121585,1207.15,0.30409711760823455,0.07321863705959432,2.96,3.84,1.8,104.19,7.08,6.47,34.53,0.44,1,1.06,1.0,1.07,1.05
ETC,2022,201.13,687.13,3864.42,782.62,4551.55,8.42322311327443,1652.44,0.36304995001702717,0.05204662019138706,3.92,5.0,2.68,65.85,4.67,4.72,25.7,0.57,3,3.01,3.17,3.15,3.11
ETC,2023,152.47,634.34,4467.7,751.57,5102.04,8.53739573873374,2170.48,0.4254141480662637,0.03412717953309309,2.72,4.74,2.58,23.4,1.07,3.16,20.29,0.74,4,3.8,4.07,4.34,4.08
ETC,2024,207.36,792.45,4364.16,805.34,5156.61,8.54803466582763,2126.57,0.4123969041676606,0.0475142982842059,1.74,3.06,1.6,3.34,3.17,4.04,25.75,0.7,4,4.64,4.41,4.47,4.51
FPI,2020,51.66,1144.5,1727.4099999999999,1848.58,2871.91,7.96273259262974,1279.65,0.44557454794892604,0.02990604430911017,1.49,2.56,1.35,0.67,1.17,1.84,2.79,0.8,3,3.19,3.04,2.7,2.96
FPI,2021,401.59,1199.88,1931.6,2136.92,3131.48,8.04926101522944,1322.5,0.4223242683970519,0.20790536342928143,3.48,3.7,1.44,5.83,19.34,13.38,18.79,0.73,1,1.0,1.0,1.0,1.0
FPI,2022,531.4,1509.9,2209.2999999999997,2680.34,3719.2,8.22126387037637,1600.24,0.4302645730264573,0.24052867424070976,3.12,4.1,2.62,20.28,20.8,15.51,19.83,0.76,1,1.06,1.04,1.0,1.03
FPI,2023,506.94,1118.18,2429.7200000000003,2514.32,3547.9,8.17411115813937,1266.85,0.357070379661208,0.20864132492632895,2.48,3.34,2.16,2.51,17.0,13.95,20.16,0.56,4,3.8,4.16,3.93,3.94
FPI,2024,403.19,1472.14,2724.2999999999993,2629.63,4196.44,8.34199182579169,1765.73,0.42076855620478315,0.1479976507726756,1.96,2.88,1.84,0.46,11.74,10.41,15.33,0.73,4,4.26,4.01,4.14,4.15
FPT,2020,4603.14,16769.59,76399.7,18667.52,93169.29,11.4421734399367,61048.87,0.6552467019980511,0.060250760146963935,12.3,15.33,7.57,1.74,9.39,4.96,24.66,1.9,3,2.76,3.01,3.3,3.04
FPT,2021,2919.41,21570.98,71066.01000000001,15721.02,92636.99,11.4364438009145,58383.9,0.6302439230808341,0.04108025763652694,12.1,13.9,10.5,1.65,4.76,3.14,18.57,1.7,3,2.97,2.79,2.98,2.93
FPT,2022,3965.25,23987.91,74979.43,16346.62,98967.34,11.5025451756981,62480.06,0.6313199889983908,0.05288450445675568,15.3,15.6,11.9,3.18,6.99,4.14,24.26,1.71,3,3.15,2.8,2.9,2.96
FPT,2023,3461.03,19016.36,76854.23,16809.48,95870.59,11.4707545402192,58788.32,0.6132049463761514,0.04503369560790604,15.2,15.5,14.2,0.96,5.08,3.55,20.59,1.59,4,4.26,3.58,4.05,4.01
FPT,2024,3073.9,17879.07,78712.14000000001,14566.41,96591.21,11.4782430222716,60117.52,0.6223912093036208,0.03905242571222177,11.8,15.5,11.1,0.91,3.91,3.19,21.1,1.65,4,3.64,4.52,3.75,3.9
GCAP,2020,21.53,1738.18,660.9799999999998,330.11,2399.16,7.78287395507174,1867.72,0.7784891378649195,0.03257284637961815,1.69,2.22,0.99,4.82,0.73,5.85,6.522068401441944,3.62,3,2.9,2.63,3.63,3.12
GCAP,2021,-72.37,1136.57,730.3600000000001,253.53,1866.93,7.53205064953406,1408.37,0.7543775074587691,-0.09908812092666629,2.18,3.14,1.59,14.59,-12.03,2.4,-28.54494537135645,3.07,3,2.86,2.79,2.52,2.71
GCAP,2022,-119.02,789.13,607.07,213.68,1396.2,7.2415095395363,979.7,0.7016903022489615,-0.19605646795262488,1.21,2.74,1.03,12.44,-23.0,-2.01,-55.700112317484084,2.35,1,1.0,1.0,1.06,1.02
GCAP,2023,18.94,679.88,566.0000000000001,181.76,1245.88,7.12759738652327,763.77,0.6130365685298744,0.033462897526501764,0.55,1.48,0.5,2.31,3.3,6.24,10.420334507042254,1.58,2,2.53,2.27,2.61,2.5
GCAP,2024,-14.48,448.54,646.22,161.65,1094.76,6.99829044014538,590.84,0.5396981986919508,-0.022407229736003217,0.31,0.77,0.29,1.46,-2.59,3.21,-8.957624497370862,1.17,3,3.12,2.91,3.0,3.02
GLOBAL,2020,2676.18,15261.43,20758.870000000003,27353.89,36020.3,10.4918379474015,18806.46,0.522107256186095,0.12891742180571483,13.85,17.11,6.48,172.77,11.89,7.43,9.78,1.09,1,1.0,1.37,1.0,1.09
GLOBAL,2021,4322.7,16011.1,23263.5,34116.11,39274.6,10.5783332784761,19438.55,0.4949394774230673,0.18581468824553485,17.04,21.04,13.36,277.23,18.3,11.48,12.67,0.98,3,3.28,2.8,2.89,3.0
GLOBAL,2022,4523.14,13629.34,25518.87,35978.4,39148.21,10.57510997879,17057.12,0.4357062557904946,0.17724687652705629,19.91,21.07,14.93,231.75,16.87,11.54,12.57,0.77,3,3.64,3.08,2.95,3.22
GLOBAL,2023,3580.11,13120.3,25937.59,33013.75,39057.89,10.5728001835143,15510.68,0.3971202745463209,0.13802785840935877,15.93,20.71,13.52,213.93,11.87,9.16,10.84,0.66,4,4.31,3.75,4.41,4.21
GLOBAL,2024,3216.35,12414.26,27089.189999999995,33014.97,39503.45,10.5841432888472,14545.53,0.368209105786963,0.1187318631527927,13.39,16.76,11.94,117.83,9.92,8.19,9.74,0.58,4,3.54,4.64,3.34,3.74
GPSC,2020,13506.47,22063.13,234593.19,70982.68,256656.32,12.4554931926609,144788.95,0.5641355334635828,0.05757400715681474,73.75,98.25,42.75,1392.53,7.37,5.31,19.03,1.29,3,2.85,2.64,3.46,3.04
GPSC,2021,12892.18,23036.14,247342.97999999998,78148.08,270379.12,12.5075804012344,152631.58,0.5645094931886752,0.05212268405596149,88.75,89.75,67.25,1316.59,6.93,4.89,16.5,1.3,3,3.38,3.09,2.57,2.98
GPSC,2022,5380.07,32193.44,256616.65000000002,126416.06,288810.09,12.5735246230636,173709.87,0.6014674556557217,0.020965397217990334,73.0,89.25,57.25,694.83,0.84,1.92,4.26,1.51,3,2.79,3.19,2.92,2.94
GPSC,2023,10686.37,39033.45,246856.05,93093.57,285889.5,12.5633606515079,167150.01,0.5846664882760647,0.04328988493496514,48.5,75.5,37.0,440.86,3.5,3.72,11.48,1.41,4,4.13,4.12,3.87,4.02
GPSC,2024,10956.19,23125.84,265010.20999999996,92798.76,288136.05,12.5711880434076,168994.38,0.586508977269592,0.041342520350442356,38.25,56.5,35.75,376.0,3.8,3.82,11.81,1.42,5,5.0,4.94,5.0,4.99
GUNKUL,2020,1977.6,12982.57,33049.590000000004,8996.95,46032.16,10.7370955616281,33556.84,0.7289868648353671,0.05983735350423408,2.52,3.0,1.84,79.09,29.59,10.48,49.53,2.69,3,2.72,2.96,2.52,2.7
GUNKUL,2021,,9053.6,33431.75,9868.13,42485.35,10.6569145896054,29202.13,0.6873458733422227,0.0,5.6,5.85,2.48,1043.58,17.5,7.7,34.55,2.2,3,2.98,3.01,3.14,3.05
GUNKUL,2022,1330.72,4804.03,27527.43,7566.35,32331.46,10.3837960289946,18191.72,0.5626631151206906,0.04834159963352917,5.25,7.2,4.8,452.54,22.14,11.17,55.24,1.29,3,2.03,2.96,3.61,2.89
GUNKUL,2023,,6348.58,26501.759999999995,7737.13,32850.34,10.3997173739352,18859.88,0.574115214637048,0.0,2.8,5.3,2.24,208.01,10.53,7.18,30.25,1.35,4,3.69,4.29,3.59,3.8
GUNKUL,2024,136.84,6562.14,26142.08,9594.4,32704.22,10.3952594005466,18824.28,0.575591773783322,0.005234472543883271,2.28,3.18,1.94,56.38,11.96,8.26,28.22,1.36,4,3.92,4.66,4.06,4.16
HANA,2020,1837.32,2806.11,22374.02,19672.68,25180.13,10.1338104704126,3566.52,0.14164025364444108,0.08211845703186106,39.75,54.25,18.1,303.84,9.05,7.41,9.34,0.17,3,2.63,2.83,2.8,2.75
HANA,2021,1605.51,4028.98,23823.99,24137.0,27852.97,10.2346948823984,4794.87,0.17214932554768844,0.06739047489526313,88.5,96.25,39.25,897.06,6.92,6.05,6.65,0.21,3,3.49,2.59,3.13,3.12
HANA,2022,2221.96,5027.34,24676.07,27655.51,29703.41,10.2990171330148,5841.27,0.19665317887744202,0.0900451327946468,51.5,89.0,32.75,563.96,8.96,7.72,8.03,0.24,3,2.57,2.97,3.01,2.85
HANA,2023,1897.87,5034.05,30271.91,26590.87,35305.96,10.4718070671966,6159.24,0.17445326511444526,0.06269409495469562,53.25,66.25,36.0,701.04,6.64,5.84,7.14,0.21,4,3.87,4.77,3.81,4.07
HANA,2024,-483.17,4097.95,28417.899999999998,25443.11,32515.85,10.3894829417422,5437.61,0.16722952037237224,-0.017002311923118883,24.7,55.0,23.0,451.78,-2.25,-1.42,-1.9,0.2,4,4.04,3.76,4.15,4.01
HARN,2020,125.53,191.07,1466.39,1169.43,1657.46,7.4130415890388,339.83,0.20503058897348955,0.08560478453890165,2.18,2.44,1.45,1.07,7.65,7.72,10.73,0.26,1,1.43,1.49,1.54,1.49
HARN,2021,92.35,225.72,1460.0,1046.13,1685.72,7.4299480512232,367.19,0.2178238378852953,0.06325342465753424,2.38,3.26,2.1,5.23,5.49,5.52,8.83,0.28,1,1.0,1.5,1.0,1.12
HARN,2022,114.05,298.64,1484.46,1242.29,1783.1,7.48610870154,434.48,0.24366552633054794,0.07682928472306427,2.24,2.6,2.02,1.01,6.66,6.58,9.18,0.32,1,1.35,1.0,1.22,1.21
HARN,2023,144.94,239.77,1514.26,1326.23,1754.03,7.46967127654868,370.85,0.21142739861917983,0.095716719717882,2.22,2.38,2.06,0.34,8.35,8.2,10.93,0.27,1,1.0,1.17,1.0,1.04
HARN,2024,114.13,256.99,1542.76,1271.5,1799.75,7.49540304534941,421.75,0.2343381025142381,0.07397780601000803,2.12,2.4,2.06,0.36,6.34,6.42,8.98,0.31,3,2.71,3.49,2.71,2.9
HMPRO,2020,6648.84,20610,35480.77,61765.43,56090.77,10.9347265503453,34525.53,0.615529613874083,0.1873927764250889,13.7,16.7,9.0,374.2,24.48,12.3,10.76,1.6,3,3.14,2.89,3.14,3.08
HMPRO,2021,7042.74,20510.68,38075.67,63925.79,58586.35,10.9782570132779,35695.91,0.609287146237989,0.18496693557854663,14.5,15.4,12.4,369.8,24.14,12.28,11.02,1.56,3,3.06,2.94,3.45,3.19
HMPRO,2022,8087.61,24485.03,40699.71,69389.43,65184.74,11.0849806714412,40938.86,0.6280436187978966,0.1987141923124268,15.5,16.6,12.4,442.76,26.38,13.07,11.66,1.69,3,2.82,2.83,3.11,2.94
HMPRO,2023,8514.75,23579.26,45468.630000000005,72821.77,69047.89,11.1425556008035,43489.1,0.6298396663533092,0.18726647361048704,11.7,15.9,11.4,324.88,25.87,12.69,11.69,1.7,4,4.02,3.7,3.91,3.9
HMPRO,2024,8753.48,25949.09,43715.78,72638.47,69664.87,11.1514514524726,42862.43,0.6152660587753914,0.20023616186191806,9.4,12.3,7.65,325.88,24.84,12.62,12.05,1.6,4,3.88,3.81,4.0,3.91
HTC,2020,649.0,950.53,4375.58,6444.09,5326.11,8.58037641955902,1872.14,0.3515023159491637,0.14832319372517472,16.0,20.25,7.15,19.53,17.79,12.68,10.07,0.54,3,3.03,2.63,2.62,2.77
HTC,2021,641.66,943.61,4484.320000000001,6544.35,5427.93,8.59931312477727,1814.03,0.3342029097648643,0.1430896992186106,17.75,21.38,15.63,16.91,15.17,11.93,9.8,0.5,3,3.2,3.01,3.18,3.14
HTC,2022,535.6,1202.95,4712.27,7092.54,5915.22,8.68528396929647,2161.81,0.365465696964779,0.11366071978048796,14.0,18.0,13.5,6.92,11.82,9.44,7.55,0.58,3,3.48,2.77,3.26,3.21
HTC,2023,755.19,1365.22,5118.179999999999,7863.97,6483.4,8.77700034310196,2554.01,0.3939306536693711,0.14755049646554053,16.5,21.25,13.88,16.15,15.59,12.18,9.6,0.65,4,3.63,4.07,3.86,3.83
HTC,2024,774.22,1714.06,5600.59,8189.09,7314.65,8.89763446541957,3192.12,0.436400921438483,0.13823900696176653,16.3,18.2,15.0,7.74,14.95,11.22,9.45,0.77,4,4.64,3.53,3.86,4.05
ICHI,2020,584.14,870.19,6534.360000000001,5107.96,7404.55,8.90984995510517,1125.88,0.15205245423422087,0.08939513586640466,9.25,12.6,3.42,100.76,8.25,7.74,11.44,0.18,1,1.0,1.1,1.08,1.06
ICHI,2021,643.47,796.02,6310.25,5250.77,7106.27,8.8687327719188,915.3,0.1288017483152202,0.10197218810665189,10.0,15.0,9.1,174.75,8.77,8.87,12.25,0.15,1,1.0,1.25,1.0,1.06
ICHI,2022,822.88,1110.44,6275.27,6359.6,7385.71,8.90730233117024,1215.69,0.16460028893633788,0.13113061270670423,11.3,12.3,7.2,69.61,10.38,11.36,12.94,0.2,3,3.18,2.4,2.98,2.9
ICHI,2023,1376.86,1261.85,5943.34,8085.04,7205.19,8.88255687866191,1363.68,0.1892635725081504,0.23166435034845725,15.7,17.6,10.9,131.82,18.32,18.87,17.03,0.23,3,3.08,3.11,3.63,3.31
ICHI,2024,1710.01,1282.65,5798.74,8671.14,7081.39,8.86522549510162,1370.24,0.19349873400561188,0.2948933733880119,14.7,18.8,13.9,125.38,22.61,23.94,19.72,0.24,3,2.81,3.37,2.93,3.0
III,2020,192.57,620.18,1785.77,1664.33,2405.95,7.7857001149388,1114.91,0.4633969949500198,0.10783583552193171,6.4,6.55,3.14,10.09,12.65,8.32,11.57,0.86,1,1.0,1.0,1.0,1.0
III,2021,467.19,829.62,2120.1800000000003,3012.94,2949.8,7.9894926504254,1204.75,0.408417519831853,0.2203539322133026,14.78,15.78,6.0,172.91,24.86,17.45,15.51,0.69,1,1.0,1.5,1.0,1.12
III,2022,892.11,530.84,3148.89,2878.38,3679.73,8.21059465890608,1008.05,0.27394672978723983,0.2833093566304317,13.2,18.36,11.31,80.16,36.03,26.91,30.99,0.38,1,1.0,1.13,1.22,1.12
III,2023,906.21,520.39,4120.71,2079.87,4641.1,8.44270668608941,878.49,0.1892848678115102,0.21991598535203885,9.95,16.1,9.4,44.79,26.93,21.78,43.57,0.23,2,2.25,1.79,1.95,2.01
III,2024,487.83,573.5,4312.6,2407.59,4886.1,8.49414971824762,963.48,0.1971879413028796,0.11311737698835968,5.6,10.2,4.96,13.23,11.49,10.24,20.26,0.25,4,4.11,3.98,3.81,3.96
ILINK,2020,517.87,4726.13,5323.46,5200.21,10049.59,9.21528711663514,6406.41,0.6374797379793603,0.09728071592535682,4.48,6.5,1.98,6.35,7.01,4.95,9.96,1.76,3,2.79,3.17,3.4,3.13
ILINK,2021,758.78,5037,6307.32,6109.97,11344.32,9.33647245711876,6478.96,0.5711192914163211,0.12030149096605214,7.7,10.2,4.4,36.45,11.3,7.09,12.42,1.33,3,3.27,3.02,3.43,3.27
ILINK,2022,849.94,4153.09,7441.8099999999995,7095.66,11594.9,9.35832062524537,6004.13,0.5178250782671692,0.11421146199647668,6.95,11.2,6.7,29.12,10.85,7.41,11.98,1.07,3,3.09,3.16,2.82,3.0
ILINK,2023,1074.82,5279.93,7752.6,6965.19,13032.53,9.47520381857707,6762.44,0.5188892716916822,0.13863994014911124,7.1,8.3,6.4,7.09,13.72,8.73,15.43,1.08,1,1.24,1.0,1.0,1.08
ILINK,2024,1100.52,5071.61,8124.69,6578.03,13196.3,9.48769176625192,6456.47,0.48926365723725596,0.13545378346743076,5.7,7.9,5.05,5.11,13.26,8.39,16.73,0.96,3,3.19,3.05,3.3,3.2
ILM,2020,777.96,2266.54,10684.509999999998,8192.58,12951.05,9.46893214492187,7871.41,0.6077816084410145,0.07281194926112664,12.7,15.3,6.55,25.49,8.39,6.19,9.5,1.55,1,1.0,1.0,1.0,1.0
ILM,2021,775.84,2854.68,9501.32,8410.57,12356,9.42189705403847,7044.89,0.5701594367109097,0.08165602253160614,18.6,20.3,12.1,33.03,8.72,6.13,9.22,1.33,1,1.0,1.0,1.24,1.1
ILM,2022,995.35,2719.41,9312.14,8996.01,12031.55,9.39528764522425,6363.57,0.5289069155678197,0.10688735349769227,18.6,25.0,15.0,28.01,12.01,8.16,11.06,1.12,1,1.22,1.0,1.0,1.08
ILM,2023,1078.37,2703.41,9621.06,9412.85,12324.47,9.41934199595787,6345.94,0.5149057119697642,0.11208432334898649,23.9,26.0,17.7,16.11,12.48,8.86,11.46,1.06,2,2.18,1.78,2.27,2.12
ILM,2024,1117.75,2615.59,9969.27,9890.19,12584.86,9.44024978315315,6406.59,0.5090712173198589,0.11211954335673524,16.0,24.6,15.6,6.82,12.29,8.97,11.3,1.04,4,3.99,4.37,3.64,3.94
INSET,2020,169.39,465.8,866.1400000000001,1500.95,1331.94,7.19439180504073,492.8,0.3699866360346562,0.19556884568314586,3.15,3.6,1.81,30.4,16.73,14.34,11.33,0.59,1,1.04,1.33,1.22,1.18
INSET,2021,213.16,222.95,993.21,1315.25,1216.16,7.10345363281773,251.84,0.20707801605051965,0.21461725113520805,6.05,8.8,3.0,107.38,18.91,16.8,16.26,0.26,1,1.38,1.18,1.0,1.18
INSET,2022,132.68,223.93,1230.4099999999999,1315.52,1454.34,7.28230746844682,244.82,0.16833752767578422,0.10783397404117329,3.2,7.15,3.14,40.74,9.71,9.94,10.09,0.2,1,1.0,1.0,1.0,1.0
INSET,2023,147.13,375.3,1512.32,1657.93,1887.62,7.54307205526124,511.58,0.271018531272184,0.0972876110876005,2.32,3.92,1.81,12.11,8.44,8.8,8.87,0.37,1,1.16,1.0,1.0,1.06
INSET,2024,120.18,889.05,1502.16,1974.12,2391.21,7.77955479296165,965.78,0.40388757156418714,0.08000479309793897,3.14,3.62,1.96,35.64,6.35,5.62,6.09,0.68,2,1.94,2.36,2.21,2.15
IRC,2020,264.32,712.44,3876.1299999999997,4433.89,4588.57,8.43132370767283,1039.57,0.2265564217174414,0.06819172731564731,14.2,15.9,9.75,0.86,6.14,5.6,5.96,0.29,3,2.93,3.04,3.03,3.0
IRC,2021,421.07,1050.16,4245.21,5371.1,5295.37,8.57458813283688,1400.91,0.2645537516736319,0.09918708379561907,18.0,19.9,14.0,1.4,9.14,8.52,7.84,0.36,3,3.33,3.7,3.18,3.36
IRC,2022,122.38,1153.22,4119.13,5951.1,5272.35,8.5702314624461,1440.32,0.2731836846946807,0.029710157241941863,14.2,19.4,13.5,1.13,2.85,2.32,2.06,0.38,3,3.25,3.12,3.59,3.35
IRC,2023,170.13,804.36,4228.14,5476.96,5032.5,8.52367215751394,1103.17,0.2192091405861898,0.04023755126367622,13.8,17.0,13.1,0.18,4.12,3.3,3.11,0.28,3,3.24,3.06,2.53,2.91
IRC,2024,362.35,800.29,4479.81,4795.5,5280.1,8.5717003159149,1107.18,0.20968921043162062,0.08088512682457515,14.1,14.5,9.1,0.29,7.69,7.03,7.56,0.27,3,3.39,2.91,3.49,3.31
IT,2020,-4.32,1816.54,2122.09,7007.98,3938.63,8.2785882260888,2954.0,0.7500069821232256,-0.002035728927613815,2.36,3.0,1.3,0.22,-4.08,-0.13,-0.06,3.0,1,1.01,1.04,1.03,1.03
IT,2021,299.0,2078.08,2169.2300000000005,8713.88,4247.31,8.35404112035016,3055.67,0.719436537479016,0.13783692831096744,16.5,18.3,2.08,13.12,18.86,7.31,3.43,2.56,1,1.2,1.0,1.0,1.07
IT,2022,75.86,2121.51,1834.08,8720.28,3955.59,8.28288504733115,2853.9,0.7214852904370777,0.04136133647387246,4.74,20.1,4.5,19.72,1.68,1.85,0.87,2.59,1,1.0,1.21,1.0,1.05
IT,2023,117.73,2049.61,1666.6099999999997,8201.72,3716.22,8.22046230162583,2568.06,0.6910408963947237,0.07064040177366032,3.04,6.3,2.86,2.28,4.21,3.07,1.44,2.24,1,1.1,1.29,1.0,1.11
IT,2024,245.85,1972.27,1707.9,9034.61,3680.17,8.21071422574816,2449.73,0.6656567495523305,0.1439487089408045,4.52,6.15,2.94,1.5,12.32,6.65,2.72,1.99,3,2.96,2.76,3.28,3.04
ITEL,2020,386.08,3481.53,3597.39,2058.89,7078.92,8.86487663267911,5186.2,0.7326258807840744,0.10732225307792594,2.74,3.38,1.35,7.74,10.19,5.64,18.75,2.74,3,3.03,2.6,2.96,2.89
ITEL,2021,463.53,3725,4359.27,2509.18,8084.27,8.99767547727304,5175.43,0.6401851991583656,0.10633202348099566,5.1,6.05,2.7,101.92,10.45,6.11,18.47,1.78,3,3.18,2.45,3.45,3.11
ITEL,2022,512.35,2841.99,5554.219999999999,3437.78,8396.21,9.03553569253816,4705.07,0.5603802191703161,0.09224517574024797,3.58,7.05,3.54,92.84,7.73,6.22,14.9,1.27,3,2.75,3.15,2.56,2.77
ITEL,2023,554.6,3437.56,5493.33,2759.94,8930.89,9.09727133295816,4921.86,0.551105208999327,0.10095879912548492,2.16,4.22,2.04,11.98,7.3,6.4,20.09,1.23,3,3.63,2.67,3.0,3.14
ITEL,2024,578.38,3065.93,5603.889999999999,2517.84,8669.82,9.06760330831339,4445.6,0.512767277752018,0.10321044845634016,1.97,2.92,1.79,21.72,7.69,6.57,22.97,1.05,3,2.7,2.35,2.62,2.58
IVL,2020,9230.8,117161.37,336010.14,336542.78,453171.51,13.0240259420822,317563.72,0.7007583508504318,0.027471789988242613,37.0,42.0,15.9,967.32,1.88,2.21,2.74,2.34,3,2.64,3.12,3.11,2.95
IVL,2021,42077.66,161120.73,380707.51,473072.95,541828.24,13.2027043298292,370824.81,0.6843955014231078,0.11052490138689411,43.25,50.0,33.75,1063.3,18.42,8.46,8.89,2.17,3,3.35,3.75,3.27,3.42
IVL,2022,50599.09,202200.36,421678.03,665548.57,623878.39,13.3437107405379,422993.01,0.6780055484851784,0.11999460820854241,40.75,52.75,38.0,878.32,17.99,8.68,7.6,2.11,3,3.24,3.0,2.87,3.03
IVL,2023,1770.06,201347.23,388784.74,547731.79,590131.97,13.2881014688358,412064.05,0.6982574592594941,0.004552802149590542,27.25,42.75,23.0,534.82,-6.16,0.29,0.32,2.31,4,4.19,4.25,3.22,3.82
IVL,2024,-5813.43,192737.62,348814.08999999997,546923.75,541551.71,13.202193834862,402622.11,0.7434601397528594,-0.016666270562636965,24.9,28.25,16.0,567.15,-13.27,-1.03,-1.06,2.9,5,5.0,5.0,5.0,5.0
JMART,2020,2129.2,9547.23,16353.86,11714.66,25901.09,10.1620403317441,19134.93,0.7387692950373903,0.13019556239322091,20.0,21.2,4.38,219.56,22.4,9.2,18.18,2.83,1,1.0,1.0,1.13,1.05
JMART,2021,4115.7,8089.15,37189.13,12335.52,45278.28,10.7205827262898,18455.66,0.4076051475453573,0.11066943485905693,57.5,58.5,19.5,520.19,23.5,11.56,33.36,0.69,1,1.0,1.28,1.12,1.12
JMART,2022,3724.24,7852.6,47548.55,14741.59,55401.15,10.9223556306426,24619.75,0.44439059478007226,0.07832499624068451,40.75,64.0,39.0,425.41,9.91,7.4,25.26,0.8,1,1.02,1.0,1.37,1.16
JMART,2023,2053.95,11221.91,51017.740000000005,14585.65,62239.65,11.0387475354431,29511.84,0.4741646201416621,0.040259525412140944,17.3,43.5,13.1,506.35,-2.38,3.49,14.08,0.9,1,1.0,1.08,1.0,1.02
JMART,2024,3278.58,15092.5,44860.9,14772.23,59953.4,11.0013228727757,25838.74,0.43098039477327393,0.073083241753955,13.2,18.7,9.1,168.96,6.01,5.37,22.19,0.76,3,3.29,3.1,3.2,3.21
JMT,2020,1523.61,2577.62,11692.79,3206.83,14270.41,9.5659434416629,8515.87,0.5967501984876399,0.13030337498578182,35.17,38.1,10.55,280.53,22.96,12.48,47.51140534421843,1.48,1,1.0,1.0,1.36,1.14
JMT,2021,1965.22,3930.95,24105.28,3656.2,28036.23,10.2412528813246,8958.57,0.3195354724939837,0.08152653692469036,68.5,70.0,33.46,418.03,11.31,9.29,53.750341885017235,0.47,1,1.0,1.3,1.0,1.08
JMT,2022,2173.21,4233.47,29628.159999999996,4468.39,33861.63,10.4300377939259,10773.46,0.3181612934758309,0.07334947563399145,69.0,88.25,58.0,742.34,8.3,7.02,48.635190751031125,0.47,1,1.0,1.0,1.1,1.04
JMT,2023,2902.79,6209.65,36234.799999999996,5157.54,42444.45,10.6559514411425,15137.02,0.3566313145770531,0.0801105567023966,25.5,71.0,23.3,639.81,8.11,7.61,56.28245248703839,0.55,1,1.12,1.0,1.0,1.04
JMT,2024,2484.59,5803.95,36234.8,5334.66,42038.75,10.6463470909617,14731.32,0.35042240789747553,0.06856916555355624,18.2,29.25,9.9,473.93,6.09,5.88,46.57447709882167,0.54,2,1.83,2.16,1.98,1.97
KBANK,2020,41346.82,3098121.92,560675.8399999999,154891.27,3658797.76,15.1126451705415,3167511.71,0.8657247319403629,0.07374460793602237,113.0,154.5,70.0,2421.69,6.97,1.72,26.694093217777866,6.45,3,2.75,2.73,3.1,2.88
KBANK,2021,51972.84,3462837.63,640560.8900000001,163348.95,4103398.52,15.2273260956376,3566723.5,0.8692120647350626,0.08113645527125452,142.0,153.0,101.0,3500.79,8.3,1.75,31.817064021531817,6.65,3,3.07,3.01,2.85,2.97
KBANK,2022,46585.21,3611392.34,634976.54,242542.37,4246368.88,15.2615747945325,3679289.45,0.866455447930845,0.07336524590341557,147.5,175.0,137.5,2756.02,7.3,1.56,19.20703999057979,6.49,3,3.07,3.0,2.8,2.94
KBANK,2023,55844.71,3605148.61,678407.77,265425.58,4283556.38,15.2702941524333,3686721.07,0.8606682725628091,0.0823173207464885,135.0,157.5,121.5,2127.59,8.19,2.13,21.03968652908284,6.18,5,4.85,5.0,5.0,4.95
KBANK,2024,63421.7,3626337.67,698949.3300000001,270542.59,4325287,15.279989054528,3693671.65,0.8539714590037609,0.0907386233562882,155.5,159.0,118.5,1507.52,8.83,2.4,23.442408827386473,5.72,5,4.86,5.0,4.67,4.82
KCE,2020,1287.4,4216.09,13160.95,11741.86,17377.04,9.76290507361291,5315.02,0.3058645200793691,0.09781968626884838,41.5,46.0,11.9,746.51,9.5,7.6,10.96,0.44,1,1.07,1.0,1.0,1.02
KCE,2021,2726.25,6947.78,15002.95,15329.77,21950.73,9.99655567535349,8508.64,0.38762446624781954,0.1817142628616372,88.0,95.0,40.75,1172.64,19.11,13.86,17.78,0.63,1,1.0,1.25,1.2,1.14
KCE,2022,2562.3,6243.56,14749.919999999998,18786.59,20993.48,9.95196719230737,7548.17,0.3595482978524761,0.17371619642682812,46.5,89.25,39.75,825.26,17.31,11.93,13.64,0.56,1,1.0,1.42,1.0,1.1
KCE,2023,1982.76,4561.94,14631.380000000001,16683.36,19193.32,9.86231758081216,5444.04,0.2836424339301382,0.13551421670409763,55.0,58.5,35.5,615.85,12.7,9.87,11.88,0.4,1,1.0,1.17,1.2,1.12
KCE,2024,1849.94,3985.51,14430.17,15210.44,18415.68,9.82095775461608,4597.62,0.2496579002241568,0.128199459881623,24.5,56.25,21.3,371.29,12.01,9.84,12.16,0.33,3,2.94,3.0,3.14,3.04
KKP,2020,6486.85,288441.8,74969.22000000003,21233.41,363411.02,12.8032897591954,316785.3,0.8716997629846227,0.08652684395009042,51.75,70.5,32.0,246.36,11.33,3.37,30.55020366488473,6.79,3,3.09,2.61,2.48,2.73
KKP,2021,7796.93,341156.14,94967.06,24246.02,436123.2,12.9856800512234,384961.05,0.8826887677610363,0.0821014149537745,59.75,64.25,49.75,245.76,12.95,2.9,32.15756647895201,7.52,3,3.44,2.68,2.8,2.99
